river.basin,water.body,location,county,site.number,site.name,latitude,longitude,year,pH,Alk,Turb,TSS,Cond,PO4,NH3N,NO3N,Sed,Nut,Overall,VWIN.rating,rating.numeric
French Broad,Newfound Creek,Rhymer Rd,Buncombe,B4,Newfound Creek at Rhymer Rd,35.66613,-82.63435,2014,A,A,D,D,D,C,A,C,25,66.7,45.9,Poor,1
French Broad,Newfound Creek,Rhymer Rd,Buncombe,B4,Newfound Creek at Rhymer Rd,35.66613,-82.63435,2013,A,A,D,C,D,C,A,C,37.5,66.7,50,Poor,1
French Broad,Newfound Creek,Rhymer Rd,Buncombe,B4,Newfound Creek at Rhymer Rd,35.66613,-82.63435,2012,A,A,D,B,D,C,A,C,50,66.7,54.2,Poor,1
French Broad,Newfound Creek,Rhymer Rd,Buncombe,B4,Newfound Creek at Rhymer Rd,35.66613,-82.63435,2011,A,A,D,B,D,C,A,C,50,66.7,54.2,Poor,1
French Broad,Newfound Creek,Rhymer Rd,Buncombe,B4,Newfound Creek at Rhymer Rd,35.66613,-82.63435,2010,A,A,D,C,D,C,A,C,37.5,66.7,50,Poor,1
French Broad,Newfound Creek,Rhymer Rd,Buncombe,B4,Newfound Creek at Rhymer Rd,35.66613,-82.63435,2009,A,A,D,C,D,C,A,C,37.5,66.7,50,Poor,1
French Broad,Newfound Creek,Rhymer Rd,Buncombe,B4,Newfound Creek at Rhymer Rd,35.66613,-82.63435,2008,A,A,D,C,D,B,A,C,37.5,75,54.2,Poor,1
French Broad,Newfound Creek,Rhymer Rd,Buncombe,B4,Newfound Creek at Rhymer Rd,35.66613,-82.63435,2007,A,A,D,D,D,B,A,C,25,75,50,Poor,1
French Broad,Newfound Creek,Rhymer Rd,Buncombe,B4,Newfound Creek at Rhymer Rd,35.66613,-82.63435,2006,A,A,D,D,D,C,A,C,25,66.7,45.9,Poor,1
French Broad,Newfound Creek,Rhymer Rd,Buncombe,B4,Newfound Creek at Rhymer Rd,35.66613,-82.63435,2005,A,A,D,D,D,C,A,C,25,66.7,45.9,Poor,1
French Broad,Newfound Creek,Rhymer Rd,Buncombe,B4,Newfound Creek at Rhymer Rd,35.66613,-82.63435,2004,A,A,D,D,D,C,A,C,25,66.7,45.9,Poor,1
French Broad,Newfound Creek,Rhymer Rd,Buncombe,B4,Newfound Creek at Rhymer Rd,35.66613,-82.63435,2003,B,B,D,C,D,C,A,C,37.5,66.7,50,Poor,1
French Broad,Newfound Creek,Rhymer Rd,Buncombe,B4,Newfound Creek at Rhymer Rd,35.66613,-82.63435,2002,B,A,C,B,D,D,A,C,62.5,58.3,54.1,Poor,1
French Broad,Newfound Creek,Rhymer Rd,Buncombe,B4,Newfound Creek at Rhymer Rd,35.66613,-82.63435,2001,B,A,B,A,D,D,A,C,87.5,58.3,62.5,Below Average,2
French Broad,Newfound Creek,Rhymer Rd,Buncombe,B4,Newfound Creek at Rhymer Rd,35.66613,-82.63435,2000,A,A,C,A,D,C,A,C,75,66.7,62.5,Below Average,2
French Broad,Newfound Creek,Rhymer Rd,Buncombe,B4,Newfound Creek at Rhymer Rd,35.66613,-82.63435,1999,A,A,D,D,D,C,B,C,25,58.3,41.6,Poor,1
French Broad,Newfound Creek,Rhymer Rd,Buncombe,B4,Newfound Creek at Rhymer Rd,35.66613,-82.63435,1998,A,A,D,D,D,C,B,C,25,58.3,41.6,Poor,1
French Broad,Newfound Creek,Rhymer Rd,Buncombe,B4,Newfound Creek at Rhymer Rd,35.66613,-82.63435,1997,A,A,D,D,D,C,B,C,25,58.3,41.6,Poor,1
French Broad,Newfound Creek,Rhymer Rd,Buncombe,B4,Newfound Creek at Rhymer Rd,35.66613,-82.63435,1996,A,A,C,D,D,C,A,C,37.5,66.7,50,Poor,1
French Broad,Newfound Creek,Rhymer Rd,Buncombe,B4,Newfound Creek at Rhymer Rd,35.66613,-82.63435,1995,A,B,C,D,C,C,A,C,37.5,66.7,54.2,Poor,1
French Broad,Newfound Creek,Rhymer Rd,Buncombe,B4,Newfound Creek at Rhymer Rd,35.66613,-82.63435,1994,A,A,D,D,D,C,B,C,25,58.3,41.6,Poor,1
French Broad,Newfound Creek,Rhymer Rd,Buncombe,B4,Newfound Creek at Rhymer Rd,35.66613,-82.63435,1993,A,A,D,D,D,C,B,C,25,58.3,41.6,Poor,1
French Broad,Newfound Creek,Rhymer Rd,Buncombe,B4,Newfound Creek at Rhymer Rd,35.66613,-82.63435,1992,D,A,D,D,D,C,C,C,25,50,37.5,Poor,1
French Broad,Ross Creek,Lower Chunn's Cove Rd,Buncombe,B40,Ross Creek at Lower Chunn's Cove Rd,35.6034,-82.5303,2022,A,B,C,B,D,B,A,A,62.5,91.7,70.9,Average,3
French Broad,Ross Creek,Lower Chunn's Cove Rd,Buncombe,B40,Ross Creek at Lower Chunn's Cove Rd,35.6034,-82.5303,2021,A,B,C,B,D,B,A,A,62.5,91.7,70.9,Average,3
French Broad,Ross Creek,Lower Chunn's Cove Rd,Buncombe,B40,Ross Creek at Lower Chunn's Cove Rd,35.6034,-82.5303,2020,A,B,C,B,D,B,A,A,62.5,91.7,70.9,Average,3
French Broad,Ross Creek,Lower Chunn's Cove Rd,Buncombe,B40,Ross Creek at Lower Chunn's Cove Rd,35.6034,-82.5303,2019,A,B,C,B,D,B,A,A,62.5,91.7,70.9,Average,3
French Broad,Ross Creek,Lower Chunn's Cove Rd,Buncombe,B40,Ross Creek at Lower Chunn's Cove Rd,35.6034,-82.5303,2018,A,B,B,B,D,B,A,A,75,91.7,75,Average,3
French Broad,Ross Creek,Lower Chunn's Cove Rd,Buncombe,B40,Ross Creek at Lower Chunn's Cove Rd,35.6034,-82.5303,2017,A,B,C,B,D,B,A,A,62.5,91.7,70.9,Average,3
French Broad,Ross Creek,Lower Chunn's Cove Rd,Buncombe,B40,Ross Creek at Lower Chunn's Cove Rd,35.6034,-82.5303,2016,A,B,C,B,D,B,A,A,62.5,91.7,70.9,Average,3
French Broad,Ross Creek,Lower Chunn's Cove Rd,Buncombe,B40,Ross Creek at Lower Chunn's Cove Rd,35.6034,-82.5303,2015,A,A,C,B,D,B,A,A,62.5,91.7,70.9,Average,3
French Broad,Ross Creek,Lower Chunn's Cove Rd,Buncombe,B40,Ross Creek at Lower Chunn's Cove Rd,35.6034,-82.5303,2014,A,A,C,B,D,B,A,A,62.5,91.7,70.9,Average,3
French Broad,Ross Creek,Lower Chunn's Cove Rd,Buncombe,B40,Ross Creek at Lower Chunn's Cove Rd,35.6034,-82.5303,2013,A,A,C,B,D,C,A,A,62.5,83.3,66.6,Below Average,2
French Broad,Ross Creek,Lower Chunn's Cove Rd,Buncombe,B40,Ross Creek at Lower Chunn's Cove Rd,35.6034,-82.5303,2012,A,A,C,B,D,C,A,A,62.5,83.3,66.6,Below Average,2
French Broad,Ross Creek,Lower Chunn's Cove Rd,Buncombe,B40,Ross Creek at Lower Chunn's Cove Rd,35.6034,-82.5303,2011,A,A,D,B,D,B,A,A,50,91.7,66.7,Below Average,2
French Broad,Ross Creek,Lower Chunn's Cove Rd,Buncombe,B40,Ross Creek at Lower Chunn's Cove Rd,35.6034,-82.5303,2010,A,A,C,A,D,B,A,A,75,91.7,75,Average,3
French Broad,Ross Creek,Lower Chunn's Cove Rd,Buncombe,B40,Ross Creek at Lower Chunn's Cove Rd,35.6034,-82.5303,2009,A,A,C,A,D,B,A,B,75,83.3,70.8,Average,3
French Broad,Ross Creek,Lower Chunn's Cove Rd,Buncombe,B40,Ross Creek at Lower Chunn's Cove Rd,35.6034,-82.5303,2008,A,A,B,A,D,B,A,B,87.5,83.3,75,Average,3
French Broad,Ross Creek,Lower Chunn's Cove Rd,Buncombe,B40,Ross Creek at Lower Chunn's Cove Rd,35.6034,-82.5303,2007,A,A,B,A,D,B,A,B,87.5,83.3,75,Average,3
French Broad,Ross Creek,Lower Chunn's Cove Rd,Buncombe,B40,Ross Creek at Lower Chunn's Cove Rd,35.6034,-82.5303,2006,A,A,C,B,D,B,A,C,62.5,75,62.5,Below Average,2
French Broad,Ross Creek,Lower Chunn's Cove Rd,Buncombe,B40,Ross Creek at Lower Chunn's Cove Rd,35.6034,-82.5303,2005,A,A,C,B,D,B,A,B,62.5,83.3,66.6,Below Average,2
French Broad,Ross Creek,Lower Chunn's Cove Rd,Buncombe,B40,Ross Creek at Lower Chunn's Cove Rd,35.6034,-82.5303,2004,A,A,C,B,D,C,A,C,62.5,66.7,58.4,Poor,1
French Broad,Ross Creek,Lower Chunn's Cove Rd,Buncombe,B40,Ross Creek at Lower Chunn's Cove Rd,35.6034,-82.5303,2003,A,A,C,A,D,D,D,B,75,41.7,50,Poor,1
French Broad,Ross Creek,Lower Chunn's Cove Rd,Buncombe,B40,Ross Creek at Lower Chunn's Cove Rd,35.6034,-82.5303,2002,A,A,C,A,D,D,D,B,75,41.7,50,Poor,1
French Broad,Ross Creek,Lower Chunn's Cove Rd,Buncombe,B40,Ross Creek at Lower Chunn's Cove Rd,35.6034,-82.5303,2001,A,A,B,A,D,D,D,B,87.5,41.7,54.2,Poor,1
French Broad,Ross Creek,Tunnel Rd,Buncombe,B41,Ross Creek at Tunnel Rd,35.58753,-82.5299,2022,A,A,A,A,D,A,A,B,100,91.7,83.4,Good,4
French Broad,Ross Creek,Tunnel Rd,Buncombe,B41,Ross Creek at Tunnel Rd,35.58753,-82.5299,2021,A,A,C,B,D,A,A,B,62.5,91.7,70.9,Average,3
French Broad,Ross Creek,Tunnel Rd,Buncombe,B41,Ross Creek at Tunnel Rd,35.58753,-82.5299,2020,A,A,C,B,D,A,A,B,62.5,91.7,70.9,Average,3
French Broad,Ross Creek,Tunnel Rd,Buncombe,B41,Ross Creek at Tunnel Rd,35.58753,-82.5299,2019,A,A,C,B,D,A,A,B,62.5,91.7,70.9,Average,3
French Broad,Ross Creek,Tunnel Rd,Buncombe,B41,Ross Creek at Tunnel Rd,35.58753,-82.5299,2018,A,A,B,A,D,A,A,B,87.5,91.7,79.2,Average,3
French Broad,Ross Creek,Tunnel Rd,Buncombe,B41,Ross Creek at Tunnel Rd,35.58753,-82.5299,2017,A,A,A,A,D,B,A,B,100,83.3,79.1,Average,3
French Broad,Ross Creek,Tunnel Rd,Buncombe,B41,Ross Creek at Tunnel Rd,35.58753,-82.5299,2016,A,A,C,B,D,B,A,B,62.5,83.3,66.6,Below Average,2
French Broad,Ross Creek,Tunnel Rd,Buncombe,B41,Ross Creek at Tunnel Rd,35.58753,-82.5299,2015,A,A,C,B,D,B,A,B,62.5,83.3,66.6,Below Average,2
French Broad,Ross Creek,Tunnel Rd,Buncombe,B41,Ross Creek at Tunnel Rd,35.58753,-82.5299,2014,A,A,C,B,D,B,A,B,62.5,83.3,66.6,Below Average,2
French Broad,Ross Creek,Tunnel Rd,Buncombe,B41,Ross Creek at Tunnel Rd,35.58753,-82.5299,2013,A,A,C,B,D,C,A,B,62.5,75,62.5,Below Average,2
French Broad,Ross Creek,Tunnel Rd,Buncombe,B41,Ross Creek at Tunnel Rd,35.58753,-82.5299,2012,A,A,C,B,D,C,A,B,62.5,75,62.5,Below Average,2
French Broad,Ross Creek,Tunnel Rd,Buncombe,B41,Ross Creek at Tunnel Rd,35.58753,-82.5299,2011,A,A,D,B,D,C,A,B,50,75,58.3,Poor,1
French Broad,Ross Creek,Tunnel Rd,Buncombe,B41,Ross Creek at Tunnel Rd,35.58753,-82.5299,2010,A,A,A,A,D,C,A,B,100,75,75,Average,3
French Broad,Ross Creek,Tunnel Rd,Buncombe,B41,Ross Creek at Tunnel Rd,35.58753,-82.5299,2009,A,A,B,A,D,B,A,B,87.5,83.3,75,Average,3
French Broad,Ross Creek,Tunnel Rd,Buncombe,B41,Ross Creek at Tunnel Rd,35.58753,-82.5299,2008,A,A,C,A,D,A,A,B,75,91.7,75,Average,3
French Broad,Ross Creek,Tunnel Rd,Buncombe,B41,Ross Creek at Tunnel Rd,35.58753,-82.5299,2007,A,A,C,A,D,A,A,B,75,91.7,75,Average,3
French Broad,Ross Creek,Tunnel Rd,Buncombe,B41,Ross Creek at Tunnel Rd,35.58753,-82.5299,2006,A,A,C,B,D,B,A,B,62.5,83.3,66.6,Below Average,2
French Broad,Ross Creek,Tunnel Rd,Buncombe,B41,Ross Creek at Tunnel Rd,35.58753,-82.5299,2005,A,A,C,B,D,B,A,B,62.5,83.3,66.6,Below Average,2
French Broad,Ross Creek,Tunnel Rd,Buncombe,B41,Ross Creek at Tunnel Rd,35.58753,-82.5299,2004,A,A,C,B,D,B,A,B,62.5,83.3,66.6,Below Average,2
French Broad,Ross Creek,Tunnel Rd,Buncombe,B41,Ross Creek at Tunnel Rd,35.58753,-82.5299,2003,A,A,C,A,D,C,B,B,75,66.7,62.5,Below Average,2
French Broad,Ross Creek,Tunnel Rd,Buncombe,B41,Ross Creek at Tunnel Rd,35.58753,-82.5299,2002,A,A,C,A,D,D,B,B,75,58.3,58.3,Poor,1
French Broad,Ross Creek,Tunnel Rd,Buncombe,B41,Ross Creek at Tunnel Rd,35.58753,-82.5299,2001,D,A,A,A,D,D,B,B,100,58.3,66.6,Below Average,2
French Broad,Ross Creek,Upper Chunn's Cove Rd,Buncombe,B42,Ross Creek at Upper Chunn's Cove Rd,35.61635,-82.52507,2022,A,C,B,C,D,B,A,B,62.5,83.3,66.6,Below Average,2
French Broad,Ross Creek,Upper Chunn's Cove Rd,Buncombe,B42,Ross Creek at Upper Chunn's Cove Rd,35.61635,-82.52507,2021,A,C,C,D,D,B,A,B,37.5,83.3,58.3,Poor,1
French Broad,Ross Creek,Upper Chunn's Cove Rd,Buncombe,B42,Ross Creek at Upper Chunn's Cove Rd,35.61635,-82.52507,2020,A,C,C,D,D,A,A,A,37.5,100,66.7,Below Average,2
French Broad,Ross Creek,Upper Chunn's Cove Rd,Buncombe,B42,Ross Creek at Upper Chunn's Cove Rd,35.61635,-82.52507,2019,A,C,D,D,C,A,A,A,25,100,66.7,Below Average,2
French Broad,Ross Creek,Upper Chunn's Cove Rd,Buncombe,B42,Ross Creek at Upper Chunn's Cove Rd,35.61635,-82.52507,2018,A,C,D,D,C,A,A,A,25,100,66.7,Below Average,2
French Broad,Ross Creek,Upper Chunn's Cove Rd,Buncombe,B42,Ross Creek at Upper Chunn's Cove Rd,35.61635,-82.52507,2017,A,C,C,D,C,B,A,A,37.5,91.7,66.7,Below Average,2
French Broad,Ross Creek,Upper Chunn's Cove Rd,Buncombe,B42,Ross Creek at Upper Chunn's Cove Rd,35.61635,-82.52507,2016,A,C,D,D,C,B,A,B,25,83.3,58.3,Poor,1
French Broad,Ross Creek,Upper Chunn's Cove Rd,Buncombe,B42,Ross Creek at Upper Chunn's Cove Rd,35.61635,-82.52507,2015,A,B,C,D,C,B,A,A,37.5,91.7,66.7,Below Average,2
French Broad,Ross Creek,Upper Chunn's Cove Rd,Buncombe,B42,Ross Creek at Upper Chunn's Cove Rd,35.61635,-82.52507,2014,A,B,C,D,D,B,A,A,37.5,91.7,62.5,Below Average,2
French Broad,Ross Creek,Upper Chunn's Cove Rd,Buncombe,B42,Ross Creek at Upper Chunn's Cove Rd,35.61635,-82.52507,2013,A,B,C,D,D,B,A,A,37.5,91.7,62.5,Below Average,2
French Broad,Ross Creek,Upper Chunn's Cove Rd,Buncombe,B42,Ross Creek at Upper Chunn's Cove Rd,35.61635,-82.52507,2012,A,B,C,C,D,B,A,A,50,91.7,66.7,Below Average,2
French Broad,Ross Creek,Upper Chunn's Cove Rd,Buncombe,B42,Ross Creek at Upper Chunn's Cove Rd,35.61635,-82.52507,2011,A,B,C,D,D,B,A,A,37.5,91.7,62.5,Below Average,2
French Broad,Ross Creek,Upper Chunn's Cove Rd,Buncombe,B42,Ross Creek at Upper Chunn's Cove Rd,35.61635,-82.52507,2010,A,C,B,C,C,B,A,B,62.5,83.3,70.8,Average,3
French Broad,Ross Creek,Upper Chunn's Cove Rd,Buncombe,B42,Ross Creek at Upper Chunn's Cove Rd,35.61635,-82.52507,2009,A,B,C,D,C,B,A,B,37.5,83.3,62.5,Below Average,2
French Broad,Ross Creek,Upper Chunn's Cove Rd,Buncombe,B42,Ross Creek at Upper Chunn's Cove Rd,35.61635,-82.52507,2008,A,B,C,D,C,B,A,B,37.5,83.3,62.5,Below Average,2
French Broad,Ross Creek,Upper Chunn's Cove Rd,Buncombe,B42,Ross Creek at Upper Chunn's Cove Rd,35.61635,-82.52507,2007,A,B,D,D,C,B,A,B,25,83.3,58.3,Poor,1
French Broad,Ross Creek,Upper Chunn's Cove Rd,Buncombe,B42,Ross Creek at Upper Chunn's Cove Rd,35.61635,-82.52507,2006,A,B,D,D,C,B,A,B,25,83.3,58.3,Poor,1
French Broad,Ross Creek,Upper Chunn's Cove Rd,Buncombe,B42,Ross Creek at Upper Chunn's Cove Rd,35.61635,-82.52507,2005,A,C,D,D,C,B,A,B,25,83.3,58.3,Poor,1
French Broad,Ross Creek,Upper Chunn's Cove Rd,Buncombe,B42,Ross Creek at Upper Chunn's Cove Rd,35.61635,-82.52507,2004,A,C,C,D,C,B,A,A,37.5,91.7,66.7,Below Average,2
French Broad,Ross Creek,Upper Chunn's Cove Rd,Buncombe,B42,Ross Creek at Upper Chunn's Cove Rd,35.61635,-82.52507,2003,A,B,C,D,C,C,A,A,37.5,83.3,62.5,Below Average,2
French Broad,Ross Creek,Upper Chunn's Cove Rd,Buncombe,B42,Ross Creek at Upper Chunn's Cove Rd,35.61635,-82.52507,2002,A,B,C,D,C,C,A,B,37.5,75,58.3,Poor,1
French Broad,Ross Creek,Upper Chunn's Cove Rd,Buncombe,B42,Ross Creek at Upper Chunn's Cove Rd,35.61635,-82.52507,2001,A,B,C,D,C,C,B,B,37.5,66.7,54.2,Poor,1
French Broad,Ross Creek,Swannanoa River Rd,Buncombe,B43,Ross Creek at Swannanoa River Rd,35.57222,-82.5331,2022,A,A,C,A,D,A,A,B,75,91.7,75,Average,3
French Broad,Ross Creek,Swannanoa River Rd,Buncombe,B43,Ross Creek at Swannanoa River Rd,35.57222,-82.5331,2021,A,A,C,B,D,A,A,B,62.5,91.7,70.9,Average,3
French Broad,Ross Creek,Swannanoa River Rd,Buncombe,B43,Ross Creek at Swannanoa River Rd,35.57222,-82.5331,2020,A,B,C,B,D,A,A,A,62.5,100,75,Average,3
French Broad,Ross Creek,Swannanoa River Rd,Buncombe,B43,Ross Creek at Swannanoa River Rd,35.57222,-82.5331,2019,A,B,A,B,D,A,B,A,87.5,91.7,79.2,Average,3
French Broad,Ross Creek,Swannanoa River Rd,Buncombe,B43,Ross Creek at Swannanoa River Rd,35.57222,-82.5331,2018,A,B,C,A,D,A,B,A,75,91.7,75,Average,3
French Broad,Ross Creek,Swannanoa River Rd,Buncombe,B43,Ross Creek at Swannanoa River Rd,35.57222,-82.5331,2017,A,B,C,A,D,A,B,A,75,91.7,75,Average,3
French Broad,Ross Creek,Swannanoa River Rd,Buncombe,B43,Ross Creek at Swannanoa River Rd,35.57222,-82.5331,2016,A,A,C,B,D,B,B,B,62.5,75,62.5,Below Average,2
French Broad,Ross Creek,Swannanoa River Rd,Buncombe,B43,Ross Creek at Swannanoa River Rd,35.57222,-82.5331,2015,A,A,C,B,D,B,B,B,62.5,75,62.5,Below Average,2
French Broad,Ross Creek,Swannanoa River Rd,Buncombe,B43,Ross Creek at Swannanoa River Rd,35.57222,-82.5331,2014,A,A,C,B,D,B,B,B,62.5,75,62.5,Below Average,2
French Broad,Ross Creek,Swannanoa River Rd,Buncombe,B43,Ross Creek at Swannanoa River Rd,35.57222,-82.5331,2013,A,A,C,B,D,B,A,B,62.5,83.3,66.6,Below Average,2
French Broad,Ross Creek,Swannanoa River Rd,Buncombe,B43,Ross Creek at Swannanoa River Rd,35.57222,-82.5331,2012,A,A,C,B,D,B,A,B,62.5,83.3,66.6,Below Average,2
French Broad,Ross Creek,Swannanoa River Rd,Buncombe,B43,Ross Creek at Swannanoa River Rd,35.57222,-82.5331,2011,A,A,B,B,D,A,A,B,75,91.7,75,Average,3
French Broad,Ross Creek,Swannanoa River Rd,Buncombe,B43,Ross Creek at Swannanoa River Rd,35.57222,-82.5331,2010,A,A,B,A,D,A,A,B,87.5,91.7,79.2,Average,3
French Broad,Ross Creek,Swannanoa River Rd,Buncombe,B43,Ross Creek at Swannanoa River Rd,35.57222,-82.5331,2009,A,A,B,A,D,A,A,B,87.5,91.7,79.2,Average,3
French Broad,Ross Creek,Swannanoa River Rd,Buncombe,B43,Ross Creek at Swannanoa River Rd,35.57222,-82.5331,2008,A,A,B,A,D,A,A,B,87.5,91.7,79.2,Average,3
French Broad,Ross Creek,Swannanoa River Rd,Buncombe,B43,Ross Creek at Swannanoa River Rd,35.57222,-82.5331,2007,D,A,B,A,D,A,A,B,87.5,91.7,79.2,Average,3
French Broad,Ross Creek,Swannanoa River Rd,Buncombe,B43,Ross Creek at Swannanoa River Rd,35.57222,-82.5331,2006,D,A,B,A,D,A,A,B,87.5,91.7,79.2,Average,3
French Broad,Ross Creek,Swannanoa River Rd,Buncombe,B43,Ross Creek at Swannanoa River Rd,35.57222,-82.5331,2005,D,A,B,A,D,A,A,B,87.5,91.7,79.2,Average,3
French Broad,Ross Creek,Swannanoa River Rd,Buncombe,B43,Ross Creek at Swannanoa River Rd,35.57222,-82.5331,2004,A,A,B,A,D,A,A,B,87.5,91.7,79.2,Average,3
French Broad,Ross Creek,Swannanoa River Rd,Buncombe,B43,Ross Creek at Swannanoa River Rd,35.57222,-82.5331,2003,A,A,B,A,D,A,A,B,87.5,91.7,79.2,Average,3
French Broad,Ross Creek,Swannanoa River Rd,Buncombe,B43,Ross Creek at Swannanoa River Rd,35.57222,-82.5331,2002,A,A,B,A,D,B,B,B,87.5,75,70.8,Average,3
French Broad,Ross Creek,Swannanoa River Rd,Buncombe,B43,Ross Creek at Swannanoa River Rd,35.57222,-82.5331,2001,A,A,B,A,D,B,B,B,87.5,75,70.8,Average,3
French Broad,Reed Creek,University Hts at UNC-Asheville,Buncombe,B47,Reed Creek at University Hts at UNC-Asheville,35.61447,-82.56273,2017,A,A,A,A,D,C,A,C,100,66.7,70.9,Average,3
French Broad,Reed Creek,University Hts at UNC-Asheville,Buncombe,B47,Reed Creek at University Hts at UNC-Asheville,35.61447,-82.56273,2016,A,A,A,A,D,C,A,C,100,66.7,70.9,Average,3
French Broad,Reed Creek,University Hts at UNC-Asheville,Buncombe,B47,Reed Creek at University Hts at UNC-Asheville,35.61447,-82.56273,2015,A,A,A,A,D,C,A,C,100,66.7,70.9,Average,3
French Broad,Reed Creek,University Hts at UNC-Asheville,Buncombe,B47,Reed Creek at University Hts at UNC-Asheville,35.61447,-82.56273,2014,A,A,A,A,D,C,B,C,100,58.3,66.6,Below Average,2
French Broad,Reed Creek,University Hts at UNC-Asheville,Buncombe,B47,Reed Creek at University Hts at UNC-Asheville,35.61447,-82.56273,2013,A,A,A,A,D,C,B,C,100,58.3,66.6,Below Average,2
French Broad,Reed Creek,University Hts at UNC-Asheville,Buncombe,B47,Reed Creek at University Hts at UNC-Asheville,35.61447,-82.56273,2012,A,A,A,A,D,D,B,C,100,50,62.5,Below Average,2
French Broad,Reed Creek,University Hts at UNC-Asheville,Buncombe,B47,Reed Creek at University Hts at UNC-Asheville,35.61447,-82.56273,2011,A,A,A,A,D,D,B,B,100,58.3,66.6,Below Average,2
French Broad,Reed Creek,University Hts at UNC-Asheville,Buncombe,B47,Reed Creek at University Hts at UNC-Asheville,35.61447,-82.56273,2010,A,A,A,A,D,D,A,C,100,58.3,66.6,Below Average,2
French Broad,Reed Creek,University Hts at UNC-Asheville,Buncombe,B47,Reed Creek at University Hts at UNC-Asheville,35.61447,-82.56273,2009,A,A,A,A,D,D,A,C,100,58.3,66.6,Below Average,2
French Broad,Reed Creek,University Hts at UNC-Asheville,Buncombe,B47,Reed Creek at University Hts at UNC-Asheville,35.61447,-82.56273,2008,A,A,A,A,D,D,A,C,100,58.3,66.6,Below Average,2
French Broad,Reed Creek,University Hts at UNC-Asheville,Buncombe,B47,Reed Creek at University Hts at UNC-Asheville,35.61447,-82.56273,2007,A,A,B,A,D,D,B,C,87.5,50,58.3,Poor,1
French Broad,Reed Creek,University Hts at UNC-Asheville,Buncombe,B47,Reed Creek at University Hts at UNC-Asheville,35.61447,-82.56273,2006,A,A,B,A,D,D,B,C,87.5,50,58.3,Poor,1
French Broad,Reed Creek,University Hts at UNC-Asheville,Buncombe,B47,Reed Creek at University Hts at UNC-Asheville,35.61447,-82.56273,2005,A,A,B,A,D,D,B,C,87.5,50,58.3,Poor,1
French Broad,Reed Creek,University Hts at UNC-Asheville,Buncombe,B47,Reed Creek at University Hts at UNC-Asheville,35.61447,-82.56273,2004,D,A,C,B,D,D,A,C,62.5,58.3,54.1,Poor,1
French Broad,Reed Creek,University Hts at UNC-Asheville,Buncombe,B47,Reed Creek at University Hts at UNC-Asheville,35.61447,-82.56273,2003,D,A,C,B,D,D,A,C,62.5,58.3,54.1,Poor,1
French Broad,South Creek retention  pond,Beaver Lake Bird Sanctuary off Merrimon Rd,Buncombe,B48,South Creek retention  pond at Beaver Lake Bird Sanctuary off Merrimon Rd,35.6334,-82.55697,2010,A,A,B,A,D,B,B,C,87.5,66.7,66.7,Below Average,2
French Broad,South Creek retention  pond,Beaver Lake Bird Sanctuary off Merrimon Rd,Buncombe,B48,South Creek retention  pond at Beaver Lake Bird Sanctuary off Merrimon Rd,35.6334,-82.55697,2009,A,A,B,A,D,B,D,C,87.5,50,58.3,Poor,1
French Broad,South Creek retention  pond,Beaver Lake Bird Sanctuary off Merrimon Rd,Buncombe,B48,South Creek retention  pond at Beaver Lake Bird Sanctuary off Merrimon Rd,35.6334,-82.55697,2008,A,A,C,B,D,B,D,C,62.5,50,50,Poor,1
French Broad,South Creek retention  pond,Beaver Lake Bird Sanctuary off Merrimon Rd,Buncombe,B48,South Creek retention  pond at Beaver Lake Bird Sanctuary off Merrimon Rd,35.6334,-82.55697,2007,D,A,C,B,D,A,D,C,62.5,58.3,54.1,Poor,1
French Broad,South Creek retention  pond,Beaver Lake Bird Sanctuary off Merrimon Rd,Buncombe,B48,South Creek retention  pond at Beaver Lake Bird Sanctuary off Merrimon Rd,35.6334,-82.55697,2006,D,A,D,C,D,B,D,C,37.5,50,41.7,Poor,1
French Broad,South Creek retention  pond,Beaver Lake Bird Sanctuary off Merrimon Rd,Buncombe,B48,South Creek retention  pond at Beaver Lake Bird Sanctuary off Merrimon Rd,35.6334,-82.55697,2005,D,A,D,C,D,B,D,C,37.5,50,41.7,Poor,1
French Broad,South Creek retention  pond,Beaver Lake Bird Sanctuary off Merrimon Rd,Buncombe,B48,South Creek retention  pond at Beaver Lake Bird Sanctuary off Merrimon Rd,35.6334,-82.55697,2004,D,A,D,B,D,C,D,C,50,41.7,41.7,Poor,1
French Broad,South Creek retention  pond,Beaver Lake Bird Sanctuary off Merrimon Rd,Buncombe,B48,South Creek retention  pond at Beaver Lake Bird Sanctuary off Merrimon Rd,35.6334,-82.55697,2003,D,A,B,B,D,B,A,C,75,75,66.7,Below Average,2
French Broad,Dingle Creek,Ramble Way,Buncombe,B49,Dingle Creek at Ramble Way,35.50563333,-82.54153333,2022,A,B,A,A,D,A,A,B,100,91.7,83.4,Good,4
French Broad,Dingle Creek,Ramble Way,Buncombe,B49,Dingle Creek at Ramble Way,35.50563333,-82.54153333,2021,A,B,A,A,D,A,A,B,100,91.7,83.4,Good,4
French Broad,Dingle Creek,Ramble Way,Buncombe,B49,Dingle Creek at Ramble Way,35.50563333,-82.54153333,2020,A,B,A,A,D,A,A,B,100,91.7,83.4,Good,4
French Broad,Dingle Creek,Ramble Way,Buncombe,B49,Dingle Creek at Ramble Way,35.50563333,-82.54153333,2019,A,B,A,A,D,A,A,B,100,91.7,83.4,Good,4
