OBJECTID,HydroID,DrainID,Name,Descript,GlobalWshd,RELATEDOIDS,WarningMsg,HUCID,Edited,Shape_Length,Shape_Area,DRNAREA,OUTLETELEV,PRECIP,LFPLENGTH,ELEV,CSL10_85fm,BASINPERIM,I24H50Y,MINBELEV,BSLDEM30FT,ELEVMAX,OBJECTID_2,HydroID_2,DrainID_2,Name_2,Descript_2,HUCID_2,Latitude,Longitude,WarningMsg_2
120,,,M13,SS BP v1.6.0,1,,,,0,105540,260598600,9.35,2169.81,46.5607,6.69,2891.95,160.843,19.99,5.665,2169.81,39.788,4009.97,120,,,M13,SS BP v1.6.0,6010105,777540,957870,
121,,,M2,SS BP v1.6.0,1,,,,0,7860,1159200,0.04,1513.82,40.3721,0.59,1736.77,646.06,1.49,4.9632,1513.27,31.879,1911.28,121,,,M2,SS BP v1.6.0,6010105,781470,887310,
122,,,M11,SS BP v1.6.0,1,,,,0,439920,4282232400,154,1795.44,43.7312,23.85,2847.61,50.974,83.32,5.7434,1794.79,37.487,6056.84,122,,,M11,SS BP v1.6.0,6010105,763440,928740,
123,,,M15,SS BP v1.6.0,1,,,,0,127020,398676600,14.3,2090.02,42.6291,8.15,2766.17,68.029,24.06,5.7442,2090.02,41.218,4255.97,123,,,M15,SS BP v1.6.0,6010105,772050,961710,
124,,,M55,SS BP v1.6.0,1,,,,0,5460,1148400,0.04,2217.95,37.9758,0.36,2305.74,575.131,1.03,5.6016,2217.76,22.452,2445.89,124,,,M55,SS BP v1.6.0,6010105,756360,976500,
125,,,LL2,SS BP v1.6.0,1,,,,0,104700,270567900,9.71,1583.65,64.3357,6.39,2958.5,301.519,19.83,6.7825,1583.65,37.725,4411.97,125,,,LL2,SS BP v1.6.0,3050105,636750,1018020,
126,,,LJ13,SS BP v1.6.0,1,,,,0,251100,1217952000,43.7,1379.71,49.2789,16.06,2379.1,109.863,47.56,8.1598,1379.71,36.372,4267.03,126,,,LJ13,SS BP v1.6.0,3050101,760680,1105260,
127,,,LL1,SS BP v1.6.0,1,,,,0,130200,343386900,12.3,1466.78,65.67,8.39,2375.57,194.164,24.66,7.1685,1464.29,33.674,3966.74,127,,,LL1,SS BP v1.6.0,3050105,634860,1020990,
128,,,LJ25,SS BP v1.6.0,1,,,,0,156000,588772800,21.1,1413.28,50.6954,11.26,2651.34,189.756,29.55,6.8641,1413.28,50.156,5659.13,128,,,LJ25,SS BP v1.6.0,3050101,698310,1055250,
129,,,LL6,SS BP v1.6.0,1,,,,0,64020,121257000,4.35,992.7,68.153,4.3,2201.05,582.308,12.13,6.9351,992.18,42.573,3966.74,129,,,LL6,SS BP v1.6.0,3050105,627000,1038390,
130,,,LL4,SS BP v1.6.0,1,,,,0,375180,1840978800,66,1109.08,61.2087,20.56,2673.17,74.15,71.06,6.8356,1109.08,37.429,4411.97,130,,,LL4,SS BP v1.6.0,3050105,631230,1030470,
131,,,TU3,SS BP v1.6.0,1,,,,0,221160,1428276600,51.2,2119.36,64.214,17.32,3816.62,132.583,41.89,8.8173,2119.36,45.21,6404.89,131,,,TU3,SS BP v1.6.0,6010203,589980,764100,
132,,,M52,SS BP v1.6.0,1,,,,0,48660,68184000,2.45,2076.19,39.8856,3.16,2523.84,269.64,9.22,5.3828,2075.99,35.511,3410.1,132,,,M52,SS BP v1.6.0,6010105,769140,960150,
133,,,LL10,SS BP v1.6.0,1,,,,0,76200,131902200,4.73,996.39,67.6233,4.7,2084.49,510.908,14.43,6.6272,996.39,42.148,3756.75,133,,,LL10,SS BP v1.6.0,3050105,638040,1049670,
134,,,LL8,SS BP v1.6.0,1,,,,0,51000,78104700,2.8,992.89,60.4892,3.84,1412.27,207.322,9.66,6.8451,991.76,33.189,2781.18,134,,,LL8,SS BP v1.6.0,3050105,621750,1047420,
135,,,M4,SS BP v1.6.0,1,,,,0,90600,215743500,7.74,2039.8,45.9791,6.21,2868.34,170.679,17.16,5.5229,2039.56,42.586,4039.58,135,,,M4,SS BP v1.6.0,6010105,780210,930150,
136,,,M54,SS BP v1.6.0,1,,,,0,124920,419926500,15.1,2197.93,45.9715,8.25,3458.22,254.994,23.66,6.3695,2196.32,43.726,5956.1,136,,,M54,SS BP v1.6.0,6010105,756210,975240,
137,,,M1,SS BP v1.6.0,1,,,,0,466380,4476050100,161,1671.46,43.5352,29.29,2812.53,36.56,88.33,5.7091,1671.46,37.202,6056.84,137,,,M1,SS BP v1.6.0,6010105,755670,919800,
138,,,M12,SS BP v1.6.0,1,,,,0,97260,215782200,7.74,2016.7,44.4031,5.66,2641.09,190.916,18.42,5.3798,2016.39,43.659,3993.32,138,,,M12,SS BP v1.6.0,6010105,780030,928920,
139,,,TU1,SS BP v1.6.0,1,,,,0,336540,2312280000,82.9,2137.51,73.408,22.54,3703.68,90.589,63.74,10.8364,2137.1,37.068,6110.62,139,,,TU1,SS BP v1.6.0,6010203,578220,771540,
140,,,M14,SS BP v1.6.0,1,,,,0,121020,401684400,14.4,2100.51,43.5123,8.41,2624.42,80.536,22.92,5.6239,2100.51,36.042,3838.35,140,,,M14,SS BP v1.6.0,6010105,773340,960780,
141,,,M51,SS BP v1.6.0,1,,,,0,66360,118002600,4.23,2212.4,43.478,4.67,3001.21,320.824,12.57,5.8414,2212.37,46.824,4255.97,141,,,M51,SS BP v1.6.0,6010105,773340,971520,
142,,,TU5,SS BP v1.6.0,1,,,,0,22620,11926800,0.43,1981.2,52.7207,1.57,2346.27,528.63,4.28,5.6911,1981.2,37.093,3149.79,142,,,TU5,SS BP v1.6.0,6010203,614310,734460,
143,,,TU11,SS BP v1.6.0,1,,,,0,122280,370550700,13.3,1862.11,57.0125,7.69,3090.96,236.717,23.16,6.8026,1859.38,47.972,4776.05,143,,,TU11,SS BP v1.6.0,6010203,639570,699600,
144,,,TU9,SS BP v1.6.0,1,,,,0,682440,10028313000,360,1894.98,64.4341,46.34,3449.96,37.519,129.25,8.877,1810.36,39.423,6404.89,144,,,TU9,SS BP v1.6.0,6010203,620580,723870,
145,,,TU10,SS BP v1.6.0,1,,,,0,68880,153389700,5.5,1939.18,55.8379,3.97,2858.43,546.834,13.05,6.5095,1939.18,46.722,4782.6,145,,,TU10,SS BP v1.6.0,6010203,620640,719190,
146,,,HY4,SS BP v1.6.0,1,,,,0,393300,3757948200,135,2562.79,62.799,30.06,3986.98,63.124,74.49,8.7227,2562.78,41.767,6403.71,146,,,HY4,SS BP v1.6.0,6010106,673890,856230,
147,,,HY10,SS BP v1.6.0,1,,,,0,85080,136867500,4.91,3010.44,64.1798,3.59,4168.24,702.963,16.11,7.3964,3004.94,41.052,6221.52,147,,,HY10,SS BP v1.6.0,6010106,644130,791820,
148,,,HY19,SS BP v1.6.0,1,,,,0,39540,48811500,1.75,2945.68,52.1989,2.53,3839.71,472.619,7.49,6.4758,2945.68,41.717,4623.9,148,,,HY19,SS BP v1.6.0,6010106,741240,834930,
149,,,TU12,SS BP v1.6.0,1,,,,0,12000,4373100,0.16,1689.78,56.2102,0.75,1901.78,353.47,2.27,6.2291,1689.7,34.613,2395.41,149,,,TU12,SS BP v1.6.0,6010203,640680,664530,
150,,,HY6,SS BP v1.6.0,1,,,,0,147060,544811400,19.5,2472.71,45.4827,8.78,3371.6,147.126,27.85,5.9331,2472.71,39.219,5289.28,150,,,HY6,SS BP v1.6.0,6010106,697500,829380,
151,,,HY12,SS BP v1.6.0,1,,,,0,252720,1512586800,54.3,2502.56,60.0667,17.61,3885.6,105.168,47.86,7.6171,2502.02,42.083,6280.6,151,,,HY12,SS BP v1.6.0,6010106,694350,808770,
152,,,HY5,SS BP v1.6.0,1,,,,0,734160,10636013700,382,2257.51,55.932,51.52,3616.27,25.351,139.05,7.2356,2257.43,38.849,6403.71,152,,,HY5,SS BP v1.6.0,6010106,721170,813840,
153,,,HY11,SS BP v1.6.0,1,,,,0,254160,1615790700,58,2556.69,58.0893,14.05,3661.19,122.264,48.14,6.8216,2555.76,36.443,6393.45,153,,,HY11,SS BP v1.6.0,6010106,667080,817500,
154,,,HY20,SS BP v1.6.0,1,,,,0,66540,129320100,4.64,2619.61,51.5276,3.74,3677.69,536.309,12.6,6.0911,2619.39,41.935,5242.29,154,,,HY20,SS BP v1.6.0,6010106,724110,829470,
155,,,HY26,SS BP v1.6.0,1,,,,0,142800,528504300,19,2528.55,45.6544,7.86,3393.17,176.276,27.05,5.9437,2528.55,39.595,5289.28,155,,,HY26,SS BP v1.6.0,6010106,695940,832470,
156,,,NEW1,SS BP v1.6.0,1,,,,0,251520,1258629300,45.1,2537.89,48.2323,19.98,3525.82,83.265,47.64,7.2873,2537.89,30.949,5727.12,156,,,NEW1,SS BP v1.6.0,5050001,1017540,1291770,
157,,,P2,SS BP v1.6.0,1,,,,0,45420,60692400,2.18,962.65,59.8366,2.25,1078.98,54.471,8.6,8.4715,962.35,14.313,1616.35,157,,,P2,SS BP v1.6.0,3050105,562500,1053300,
158,,,HY21,SS BP v1.6.0,1,,,,0,29520,28278900,1.01,2854.44,56.7143,2.13,3368.55,734.765,5.59,6.6972,2853.7,36.131,4689.58,158,,,HY21,SS BP v1.6.0,6010106,648840,797190,
159,,,HY27,SS BP v1.6.0,1,,,,0,186960,913493700,32.8,2761.82,63.5376,10.91,4227.08,182.087,35.41,8.3648,2761.82,47,6280.6,159,,,HY27,SS BP v1.6.0,6010106,668970,797760,
160,,,NEW2,SS BP v1.6.0,1,,,,0,527400,5615809200,201,,51.5791,33.52,,21.22,99.89,7.7894,,,,160,,,NEW2,SS BP v1.6.0,5050001,1005210,1268310,
161,,,M17,SS BP v1.6.0,1,,,,0,111180,195533100,7.01,1888.46,41.4038,8.06,2462.7,97.228,21.06,5.3514,1888.46,28.717,3667.47,161,,,M17,SS BP v1.6.0,6010105,758940,940650,
162,,,M50,SS BP v1.6.0,1,,,,0,64800,73167300,2.62,2227.12,42.3436,4.34,2613.35,159.083,12.27,5.6295,2227.12,35.357,3721.65,162,,,M50,SS BP v1.6.0,6010105,783660,966720,
163,,,TU2,SS BP v1.6.0,1,,,,0,266160,1614683700,57.9,2139.48,68.9944,20.06,3693.38,98.541,50.41,10.6318,2139.26,31.802,5109.19,163,,,TU2,SS BP v1.6.0,6010203,576750,768930,
164,,,TU4,SS BP v1.6.0,1,,,,0,163500,651357000,23.4,2060.82,58.3135,10.49,3024.6,136.56,30.97,8.4601,2060.31,41.391,4787.85,164,,,TU4,SS BP v1.6.0,6010203,596610,752370,
165,,,TU8,SS BP v1.6.0,1,,,,0,5760,1035900,0.04,2166.88,54.1795,0.42,2308.98,586.51,1.09,6.2053,2166.88,29.289,2457.25,165,,,TU8,SS BP v1.6.0,6010203,601470,726600,
166,,,TU6,SS BP v1.6.0,1,,,,0,31020,14732100,0.53,2021.29,55.2878,2.1,2747.66,683.798,5.87,6.0856,2021.29,41.612,3827.58,166,,,TU6,SS BP v1.6.0,6010203,618240,734100,
167,,,TU7,SS BP v1.6.0,1,,,,0,58980,104922000,3.76,2037.22,54.3746,3.84,2519.52,178.89,11.17,6.3203,2036.92,36.45,3438.9,167,,,TU7,SS BP v1.6.0,6010203,603690,737670,
168,,,TU13,SS BP v1.6.0,1,,,,0,61740,107504100,3.86,1854.71,59.7406,3.81,2867.68,459.534,11.69,6.6151,1854.71,46.44,4662.51,168,,,TU13,SS BP v1.6.0,6010203,638610,682740,
169,,,HY7,SS BP v1.6.0,1,,,,0,164880,716345100,25.7,2307.05,49.3244,10.77,3311.82,132.154,31.23,6.1077,2307.05,41.576,5242.29,169,,,HY7,SS BP v1.6.0,6010106,722220,814110,
170,,,HY13,SS BP v1.6.0,1,,,,0,137280,475087500,17,2761.55,65.1615,8.42,4303.65,242.094,26,7.586,2761.51,45.522,6393.45,170,,,HY13,SS BP v1.6.0,6010106,649080,807420,
171,,,HY22,SS BP v1.6.0,1,,,,0,54360,64999800,2.33,2754.2,53.973,3.95,3124.32,274.11,10.3,6.4906,2754.2,30.419,4689.58,171,,,HY22,SS BP v1.6.0,6010106,648570,805860,
172,,,TU15,SS BP v1.6.0,1,,,,0,507180,5155800300,185,1836.75,65.0633,31.59,3756.35,101.126,96.06,8.1379,1836.56,50.233,6424.85,172,,,TU15,SS BP v1.6.0,6010203,649950,701730,
173,,,HY9,SS BP v1.6.0,1,,,,0,75240,100033200,3.59,2721.91,60.4381,5.35,3907.46,382.046,14.25,6.9173,2721.75,43.689,6089.11,173,,,HY9,SS BP v1.6.0,6010106,653700,806040,
174,,,TU14,SS BP v1.6.0,1,,,,0,231360,1198611900,43,1734.14,67.4467,17.77,3535.81,137.915,43.82,7.878,1732.76,52.521,6270.68,174,,,TU14,SS BP v1.6.0,6010203,643770,677790,
175,,,HY8,SS BP v1.6.0,1,,,,0,26580,12087900,0.43,2693.7,52.2319,1.91,2992.78,563.936,5.03,6.2928,2690.28,23.013,4137,175,,,HY8,SS BP v1.6.0,6010106,654510,807150,
176,,,HY14,SS BP v1.6.0,1,,,,0,23520,12131100,0.44,2950.67,50.2632,1.22,3390.46,1142.996,4.45,5.8945,2945.1,46.068,4285.51,176,,,HY14,SS BP v1.6.0,6010106,712260,829410,
177,,,HY23,SS BP v1.6.0,1,,,,0,36900,28998000,1.04,2686.15,48.9267,2.22,3123.81,628.502,6.99,5.8231,2683.97,30.541,4329.03,177,,,HY23,SS BP v1.6.0,6010106,661530,826260,
178,,,HY32,SS BP v1.6.0,1,,,,0,12660,5536800,0.2,3179.21,46.5983,0.87,3742.85,1167.11,2.4,5.8216,3179.21,52.141,4282.28,178,,,HY32,SS BP v1.6.0,6010106,698130,862830,
179,,,NEW4,SS BP v1.6.0,1,,,,0,389340,2640039300,94.7,,53.5337,18.64,,43.477,73.74,8.0916,,,,179,,,NEW4,SS BP v1.6.0,5050001,991920,1234410,
180,,,HY15,SS BP v1.6.0,1,,,,0,106140,332050500,11.9,2522.2,49.2486,6.75,3401.8,223.247,20.1,6.2406,2521.7,42.06,4727.06,180,,,HY15,SS BP v1.6.0,6010106,726240,826830,
181,,,HY24,SS BP v1.6.0,1,,,,0,66180,120288600,4.31,2608.6,52.1962,3.95,3186.75,435.985,12.53,6.3197,2607.35,32.11,4906.2,181,,,HY24,SS BP v1.6.0,6010106,659580,820500,
182,,,HY33,SS BP v1.6.0,1,,,,0,4860,853200,0.03,2607.19,42.0237,0.33,2679.65,377.702,0.92,5.2984,2607.19,11.295,2756.78,182,,,HY33,SS BP v1.6.0,6010106,662790,852270,
183,,,HY25,SS BP v1.6.0,1,,,,0,98340,249555600,8.95,2567.9,50.5469,5.35,3088.12,211.084,18.62,6.0861,2566.89,30.144,4906.2,183,,,HY25,SS BP v1.6.0,6010106,665820,819150,
184,,,HY34,SS BP v1.6.0,1,,,,0,622980,7648134300,274,2440.77,56.368,43.94,3650.58,31.463,117.99,7.4024,2440.71,38.114,6403.71,184,,,HY34,SS BP v1.6.0,6010106,697110,825600,
185,,,P1,SS BP v1.6.0,1,,,,0,15240,3540600,0.13,1065.9,61.1056,1.09,1385.71,921.238,2.89,8.4037,1065.9,33.481,2367.65,185,,,P1,SS BP v1.6.0,3050105,572730,1049910,
186,,,P9,SS BP v1.6.0,1,,,,0,6780,1306800,0.05,1947.54,70.4781,0.41,2076.72,430.371,1.28,8.3642,1946.89,32.599,2195.45,186,,,P9,SS BP v1.6.0,3050105,556170,1001880,
187,,,P7,SS BP v1.6.0,1,,,,0,283200,1073510100,38.5,895.38,69.8309,14.17,1673.96,105.476,53.64,8.7631,886.71,29.087,3232.45,187,,,P7,SS BP v1.6.0,3050105,548550,1040970,
188,,,P15,SS BP v1.6.0,1,,,,0,153660,355106700,12.7,1317.72,73.2007,6.7,2110.13,154.923,29.1,8.5767,1317.72,30.008,2894.51,188,,,P15,SS BP v1.6.0,3050105,552090,1011570,
189,,,P8,SS BP v1.6.0,1,,,,0,27060,15605100,0.56,930.85,58.7403,1.62,1041.1,77.77,5.13,8.0391,929.96,19.993,1196.44,189,,,P8,SS BP v1.6.0,3050105,587850,1050120,
190,,,P22,SS BP v1.6.0,1,,,,0,93240,170667900,6.12,955.52,58.6924,5.91,1158.26,55.037,17.66,7.0759,955.19,17.537,1816.55,190,,,P22,SS BP v1.6.0,3050105,607590,1055100,
191,,,TR5,SS BP v1.6.0,1,,,,0,242820,826516800,29.6,2194.67,77.1757,14.31,2981.01,53.335,45.99,10.6028,2194.67,32.443,4493.97,191,,,TR5,SS BP v1.6.0,6010105,528870,852630,
192,,,TR11,SS BP v1.6.0,1,,,,0,58260,80675100,2.89,2237.66,71.6838,3.78,2958.75,329.929,11.03,9.7907,2237.66,42.697,3903.83,192,,,TR11,SS BP v1.6.0,6010105,565770,882300,
193,,,TR17,SS BP v1.6.0,1,,,,0,172860,737890200,26.5,2603.46,76.2502,10.5,3567.09,164.57,32.74,10.907,2603.46,39.705,5997.64,193,,,TR17,SS BP v1.6.0,6010105,550680,848250,
194,,,P16,SS BP v1.6.0,1,,,,0,221520,611825400,21.9,904.68,71.8059,11.86,1881.04,126.107,41.95,8.7105,904.68,30.566,2902.56,194,,,P16,SS BP v1.6.0,3050105,553860,1034340,
195,,,P3,SS BP v1.6.0,1,,,,0,69720,103457700,3.71,894.17,60.3164,4.43,1237.38,207.777,13.2,8.4043,894.17,23.944,3059.73,195,,,P3,SS BP v1.6.0,3050105,565740,1058520,
196,,,P23,SS BP v1.6.0,1,,,,0,163200,461307600,16.5,796.11,57.6163,12.32,1084.35,30.24,30.91,7.2148,794.91,17.595,1816.55,196,,,P23,SS BP v1.6.0,3050105,598290,1074840,
197,,,P18,SS BP v1.6.0,1,,,,0,72240,117916200,4.23,1771.45,66.0818,3.9,2083.49,156.266,13.68,8.0292,1771.45,28.268,2719.98,197,,,P18,SS BP v1.6.0,3050105,564930,999810,
198,,,TR1,SS BP v1.6.0,1,,,,0,546840,2864635200,103,2154.77,77.4973,22.1,3006.9,67.357,103.57,10.3714,2154.6,34.251,5997.64,198,,,TR1,SS BP v1.6.0,6010105,530820,864570,
199,,,TR7,SS BP v1.6.0,1,,,,0,607740,6168348000,221,2084,74.2648,47.34,2897.7,21.012,115.1,10.0711,2083.87,33.8,5997.64,199,,,TR7,SS BP v1.6.0,6010105,566880,901830,
200,,,TR6,SS BP v1.6.0,1,,,,0,44040,45704700,1.64,2250.69,70.5394,2.22,2537.12,276.392,8.34,8.9627,2250.69,20.783,3002.62,200,,,TR6,SS BP v1.6.0,6010105,548250,919200,
201,,,TR12,SS BP v1.6.0,1,,,,0,261960,1325223900,47.5,2093.93,72.1031,16.22,3113.28,81.908,49.61,10.4546,2093.62,40.979,5969.05,201,,,TR12,SS BP v1.6.0,6010105,568740,896040,
202,,,TR18,SS BP v1.6.0,1,,,,0,93900,299467800,10.7,2934.17,78.2584,5.54,4095.54,355.157,17.78,10.8986,2934.17,47.476,5997.64,202,,,TR18,SS BP v1.6.0,6010105,567870,839400,
203,,,W12,SS BP v1.6.0,1,,,,0,31260,28011600,1,3778.14,60.7474,1.95,4205.77,219.942,5.92,9.1348,3770.68,36.013,4984.76,203,,,W12,SS BP v1.6.0,6010103,876720,1166460,
204,,,TR13,SS BP v1.6.0,1,,,,0,12000,3685500,0.13,2267.01,67.4619,0.74,2551.31,777.561,2.27,9.1904,2267.01,37.959,2964.58,204,,,TR13,SS BP v1.6.0,6010105,573600,885990,
205,,,TR19,SS BP v1.6.0,1,,,,0,220620,759065400,27.2,2227.77,77.3471,13.31,3022.73,50.93,41.78,10.6659,2225.73,31.725,4493.97,205,,,TR19,SS BP v1.6.0,6010105,527340,849030,
206,,,W13,SS BP v1.6.0,1,,,,0,237540,973565100,34.9,2690.73,55.3876,13.58,3580.69,107.302,44.99,9.3959,2690.73,31.419,5921.28,206,,,W13,SS BP v1.6.0,6010103,900270,1186080,
207,,,W10,SS BP v1.6.0,1,,,,0,87000,218958300,7.85,3642.36,55.3964,4.38,4131.2,242.058,16.48,8.439,3639.14,27.235,5239.05,208,,,W10,SS BP v1.6.0,6010103,888210,1152900,
208,,,W17,SS BP v1.6.0,1,,,,0,100560,192967200,6.92,2686.08,51.9919,6.67,3754.91,232.18,19.05,7.3599,2686.08,29.386,4918.05,209,,,W17,SS BP v1.6.0,6010103,921870,1156680,
209,,,W23,SS BP v1.6.0,1,,,,0,39360,34834500,1.25,2481.89,46.4207,2.59,3036.64,347.172,7.45,6.5287,2481.89,28.36,3589.5,210,,,W23,SS BP v1.6.0,6010103,929370,1149840,
210,,,W18,SS BP v1.6.0,1,,,,0,148440,571957200,20.5,2513.77,48.8075,11.49,3269.39,88.93,28.11,7.1299,2513.77,33.539,4653.59,211,,,W18,SS BP v1.6.0,6010103,930180,1153530,
211,,,HY31,SS BP v1.6.0,1,,,,0,110820,287838000,10.3,2623.69,44.5423,6.52,3418.22,237.271,20.99,5.6356,2623.69,37.343,4769.92,212,,,HY31,SS BP v1.6.0,6010106,678780,861030,
212,,,NEW3,SS BP v1.6.0,1,,,,0,181920,645071400,23.1,,52.7435,10.39,,68.235,34.45,7.6781,,,,213,,,NEW3,SS BP v1.6.0,5050001,997230,1261020,
213,,,NEW5,SS BP v1.6.0,1,,,,0,172380,653401800,23.4,,56.0883,10.92,,95.04,32.65,8.691,,,,214,,,NEW5,SS BP v1.6.0,5050001,984840,1228170,
214,,,P4,SS BP v1.6.0,1,,,,0,195600,928742400,33.3,806.3,57.136,11.89,1051.17,25.478,37.05,8.1417,805.09,16.473,3059.73,215,,,P4,SS BP v1.6.0,3050105,571200,1082370,
215,,,P10,SS BP v1.6.0,1,,,,0,48180,43510500,1.56,1696.28,70.483,2.25,2102.95,220.041,9.13,8.3363,1696.25,26.912,2446.34,216,,,P10,SS BP v1.6.0,3050105,550380,999960,
216,,,P6,SS BP v1.6.0,1,,,,0,85920,112344300,4.03,880.94,62.6693,5.58,1324.27,395.338,16.27,8.6182,880.94,22.274,3080.62,217,,,P6,SS BP v1.6.0,3050105,551250,1045230,
217,,,P5,SS BP v1.6.0,1,,,,0,28680,18497700,0.66,1120.89,65.916,2,2319.21,989.963,5.43,8.6008,1120.89,34.892,3080.62,218,,,P5,SS BP v1.6.0,3050105,564930,1041120,
218,,,P19,SS BP v1.6.0,1,,,,0,5880,839700,0.03,907.84,58.8254,0.41,1035.08,590.891,1.11,7.6807,907.77,25.704,1143.78,219,,,P19,SS BP v1.6.0,3050105,591000,1035030,
219,,,P13,SS BP v1.6.0,1,,,,0,43140,31509900,1.13,825.15,58.2878,2.53,1012.13,93.089,8.17,7.9487,825.15,23.163,1196.44,220,,,P13,SS BP v1.6.0,3050105,591390,1050270,
220,,,TR2,SS BP v1.6.0,1,,,,0,209460,708449400,25.4,2178.69,80.081,11.65,2724.09,65.647,39.67,9.8136,2177.41,30.877,3549.67,221,,,TR2,SS BP v1.6.0,6010105,526830,863160,
221,,,P20,SS BP v1.6.0,1,,,,0,224700,1029408300,36.9,752.75,56.7224,15.03,1039.04,23.161,42.56,8.1101,751.44,16.28,3059.73,222,,,P20,SS BP v1.6.0,3050105,566850,1090740,
222,,,TR8,SS BP v1.6.0,1,,,,0,53700,80193600,2.88,2306,73.2509,3.32,2702.6,204.681,10.17,8.8884,2304.64,28.974,3322.58,223,,,TR8,SS BP v1.6.0,6010105,556920,897630,
223,,,P14,SS BP v1.6.0,1,,,,0,133080,356467500,12.8,853.63,59.0391,7.94,1129.43,48.971,25.2,8.3516,852.66,19.02,3059.73,224,,,P14,SS BP v1.6.0,3050105,570600,1066380,
224,,,TR14,SS BP v1.6.0,1,,,,0,62040,82822500,2.97,2099.31,66.1394,4.25,2378.91,115.514,11.75,8.8651,2097.92,27.119,3276.54,225,,,TR14,SS BP v1.6.0,6010105,566760,893970,
225,,,P21,SS BP v1.6.0,1,,,,0,98760,197930700,7.1,913.24,63.0581,7.52,1494.17,154.157,18.7,8.2836,911.33,34.133,3231.51,226,,,P21,SS BP v1.6.0,3050105,590580,1043640,
226,,,TR4,SS BP v1.6.0,1,,,,0,227340,1052142300,37.7,2193.69,75.7115,18.05,3334.19,90.338,43.06,10.7137,2193.69,38.833,5997.64,227,,,TR4,SS BP v1.6.0,6010105,529230,852510,
227,,,TR3,SS BP v1.6.0,1,,,,0,95220,143684100,5.15,2204.4,81.8553,4.65,2766.2,193.871,18.03,9.9154,2202.78,34.789,3404.21,228,,,TR3,SS BP v1.6.0,6010105,523200,858540,
228,,,TR9,SS BP v1.6.0,1,,,,0,211440,1079633700,38.7,2146.64,73.2459,13.31,3227.57,123.106,40.05,10.7536,2142.35,42.872,5969.05,229,,,TR9,SS BP v1.6.0,6010105,578370,889560,
229,,,TR15,SS BP v1.6.0,1,,,,0,571140,4816044900,173,2089.05,74.9114,45.82,2842.01,21.993,108.17,9.9748,2089.03,31.878,5997.64,230,,,TR15,SS BP v1.6.0,6010105,566880,895890,
230,,,W2,SS BP v1.6.0,1,,,,0,386640,2542816800,91.2,2608.68,51.4842,21.39,3403.68,58.778,73.23,8.6635,2608.66,33.837,5921.28,231,,,W2,SS BP v1.6.0,6010103,917640,1167210,
231,,,TR10,SS BP v1.6.0,1,,,,0,12660,4449600,0.16,2139.83,63.8122,0.77,2181.87,102.435,2.4,8.6523,2139.83,5.898,2240.16,232,,,TR10,SS BP v1.6.0,6010105,561630,886770,
232,,,TR16,SS BP v1.6.0,1,,,,0,88080,101448000,3.64,2715.31,80.7676,3.61,3027.07,129.575,16.68,9.7812,2714.94,26.352,3779.77,233,,,TR16,SS BP v1.6.0,6010105,529080,897810,
233,,,W3,SS BP v1.6.0,1,,,,0,178860,729122400,26.2,2770.15,56.2811,12.21,3647.3,116.036,33.88,9.3627,2770.15,30.657,5921.28,234,,,W3,SS BP v1.6.0,6010103,899130,1189950,
234,,,W16,SS BP v1.6.0,1,,,,0,272280,1544336100,55.4,2614.45,53.6131,20.94,3466.03,60.435,51.57,8.986,2614.45,32.587,5921.28,235,,,W16,SS BP v1.6.0,6010103,916890,1169010,
235,,,TR20,SS BP v1.6.0,1,,,,0,99600,233583300,8.38,2250.71,73.3261,6.18,3128.76,184.643,18.86,10.6544,2249.54,39.73,4053.49,236,,,TR20,SS BP v1.6.0,6010105,554190,869550,
236,,,W14,SS BP v1.6.0,1,,,,0,249360,1033158600,37.1,2657.26,54.9888,16.08,3543.88,86.549,47.23,9.3612,2657.06,31.528,5921.28,237,,,W14,SS BP v1.6.0,6010103,907830,1181130,
237,,,W15,SS BP v1.6.0,1,,,,0,107280,314458200,11.3,2647.86,53.685,7.71,3504.52,195.715,20.32,8.3075,2647.86,34.293,5203.07,239,,,W15,SS BP v1.6.0,6010103,909330,1178100,
238,,,W22,SS BP v1.6.0,1,,,,0,168960,650036700,23.3,2673.52,49.0724,10.89,3412.15,112.174,32,8.2286,2673.52,35.805,5583.58,241,,,W22,SS BP v1.6.0,6010103,925710,1178850,
239,,,W24,SS BP v1.6.0,1,,,,0,398520,2635180200,94.5,2571.22,51.2612,23.9,3389.55,51.237,75.48,8.6012,2571.1,33.897,5921.28,242,,,W24,SS BP v1.6.0,6010103,923820,1159920,
240,,,W29,SS BP v1.6.0,1,,,,0,56400,65805300,2.36,2553.28,48.5683,3.79,3284.22,298.758,10.68,6.3167,2553.28,33.055,4139.72,243,,,W29,SS BP v1.6.0,6010103,925680,1145280,
